%time,field.header.stamp,field.header.frame_id,field.latitude,,,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1.61E+18,0,,42.2042644N,42.204264,71.050984,71.0509842W,10.6 m,330683.0854,4674492.128,19,T
1.61E+18,0,,42.2042726N,42.204272,71.050991,71.0509912W,10.5 m,330682.5294,4674493.052,19,T
1.61E+18,0,,42.2042828N,42.204282,71.051003,71.0510038W,10.6 m,330681.5164,4674494.21,19,T
1.61E+18,0,,42.2042945N,42.204294,71.05102,71.0510209W,10.6 m,330680.136,4674495.543,19,T
1.61E+18,0,,42.2043075N,42.204307,71.05104,71.0510406W,10.7 m,330678.5443,4674497.026,19,T
1.61E+18,0,,42.2043227N,42.204322,71.051063,71.0510631W,10.7 m,330676.7274,4674498.758,19,T
1.61E+18,0,,42.2043386N,42.204338,71.051086,71.0510864W,10.8 m,330674.8463,4674500.57,19,T
1.61E+18,0,,42.2043545N,42.204354,71.051108,71.0511089W,10.8 m,330673.0312,4674502.38,19,T
1.61E+18,0,,42.2043707N,42.20437,71.051132,71.0511321W,10.8 m,330671.1591,4674504.225,19,T
1.61E+18,0,,42.2043873N,42.204387,71.051156,71.051156W,10.7 m,330669.2304,4674506.116,19,T
1.61E+18,0,,42.2044049N,42.204404,71.051181,71.0511811W,10.7 m,330667.2052,4674508.12,19,T
1.61E+18,0,,42.2044229N,42.204422,71.051206,71.0512068W,10.7 m,330665.1316,4674510.17,19,T
1.61E+18,0,,42.2044401N,42.20444,71.051231,71.0512314W,10.7 m,330663.1466,4674512.129,19,T
1.61E+18,0,,42.2044571N,42.204457,71.051255,71.0512552W,10.7 m,330661.2272,4674514.064,19,T
1.61E+18,0,,42.2044727N,42.204472,71.051278,71.0512787W,10.6 m,330659.3287,4674515.842,19,T
1.61E+18,0,,42.2044842N,42.204484,71.051295,71.0512958W,10.6 m,330657.9477,4674517.153,19,T
1.61E+18,0,,42.2044896N,42.204489,71.051304,71.0513044W,10.7 m,330657.2522,4674517.77,19,T
1.61E+18,0,,42.2044915N,42.204491,71.051307,71.0513075W,10.6 m,330657.0013,4674517.987,19,T
1.61E+18,0,,42.2044943N,42.204494,71.05131,71.0513106W,10.7 m,330656.7529,4674518.304,19,T
1.61E+18,0,,42.2045014N,42.204501,71.05132,71.0513201W,10.8 m,330655.9876,4674519.111,19,T
1.61E+18,0,,42.2045132N,42.204513,71.051336,71.0513363W,10.9 m,330654.6817,4674520.454,19,T
1.61E+18,0,,42.2045274N,42.204527,71.051355,71.0513556W,11.0 m,330653.1262,4674522.069,19,T
1.61E+18,0,,42.2045443N,42.204544,71.051377,71.0513771W,11.3 m,330651.3964,4674523.988,19,T
1.61E+18,0,,42.2045618N,42.204561,71.0514,71.0514003W,11.3 m,330649.5279,4674525.978,19,T
1.61E+18,0,,42.2045787N,42.204578,71.051423,71.0514237W,11.3 m,330647.6412,4674527.901,19,T
1.61E+18,0,,42.2045957N,42.204595,71.051447,71.051447W,11.3 m,330645.763,4674529.835,19,T
1.61E+18,0,,42.204614N,42.204614,71.051472,71.0514722W,11.3 m,330643.7315,4674531.917,19,T
1.61E+18,0,,42.2046337N,42.204633,71.0515,71.0515005W,11.4 m,330641.4478,4674534.16,19,T
1.61E+18,0,,42.204654N,42.204654,71.05153,71.0515301W,11.6 m,330639.0583,4674536.473,19,T
1.61E+18,0,,42.2046746N,42.204674,71.05156,71.0515607W,12.1 m,330636.5871,4674538.822,19,T
1.61E+18,0,,42.2046928N,42.204692,71.051587,71.0515875W,12.2 m,330634.4232,4674540.896,19,T
1.61E+18,0,,42.2047087N,42.204708,71.051612,71.0516121W,12.2 m,330632.4348,4674542.71,19,T
1.61E+18,0,,42.2047238N,42.204723,71.051635,71.0516353W,12.4 m,330630.5598,4674544.433,19,T
1.61E+18,0,,42.2047393N,42.204739,71.051657,71.0516577W,12.3 m,330628.752,4674546.199,19,T
1.61E+18,0,,42.2047545N,42.204754,71.05168,71.0516803W,12.2 m,330626.9268,4674547.931,19,T
1.61E+18,0,,42.2047669N,42.204766,71.051697,71.0516979W,12.0 m,330625.507,4674549.343,19,T
1.61E+18,0,,42.2047768N,42.204776,71.051712,71.0517128W,12.4 m,330624.3033,4674550.472,19,T
1.61E+18,0,,42.2047847N,42.204784,71.051727,71.0517276W,13.4 m,330623.1026,4674551.379,19,T
1.61E+18,0,,42.2047907N,42.20479,71.051736,71.0517368W,14.0 m,330622.3591,4674552.063,19,T
1.61E+18,0,,42.2047946N,42.204794,71.051742,71.0517421W,14.0 m,330621.932,4674552.507,19,T
1.61E+18,0,,42.204797N,42.204797,71.051745,71.0517454W,13.8 m,330621.6659,4674552.78,19,T
1.61E+18,0,,42.2047987N,42.204798,71.051748,71.051748W,13.9 m,330621.4558,4674552.974,19,T
1.61E+18,0,,42.2047998N,42.204799,71.051749,71.0517492W,14.1 m,330621.3597,4674553.098,19,T
1.61E+18,0,,42.2048006N,42.2048,71.051749,71.0517495W,14.3 m,330621.3371,4674553.188,19,T
1.61E+18,0,,42.2048054N,42.204805,71.051748,71.0517487W,15.3 m,330621.416,4674553.719,19,T
1.61E+18,0,,42.2048087N,42.204808,71.051748,71.0517481W,15.9 m,330621.4743,4674554.084,19,T
1.61E+18,0,,42.2048122N,42.204812,71.051747,71.0517477W,16.6 m,330621.5167,4674554.472,19,T
1.61E+18,0,,42.2048145N,42.204814,71.051747,71.0517476W,16.9 m,330621.5311,4674554.727,19,T
1.61E+18,0,,42.2048169N,42.204816,71.051747,71.0517477W,17.4 m,330621.5292,4674554.994,19,T
1.61E+18,0,,42.2048184N,42.204818,71.051748,71.0517482W,17.7 m,330621.492,4674555.162,19,T
1.61E+18,0,,42.2048203N,42.20482,71.051748,71.0517486W,18.1 m,330621.464,4674555.373,19,T
1.61E+18,0,,42.2048214N,42.204821,71.051749,71.0517491W,18.3 m,330621.4257,4674555.497,19,T
1.61E+18,0,,42.2048225N,42.204822,71.051749,71.0517494W,18.5 m,330621.4039,4674555.619,19,T
1.61E+18,0,,42.2048234N,42.204823,71.051749,71.0517497W,18.7 m,330621.3815,4674555.72,19,T
1.61E+18,0,,42.2048245N,42.204824,71.051749,71.0517499W,18.8 m,330621.3679,4674555.842,19,T
1.61E+18,0,,42.2048254N,42.204825,71.05175W,71.05175W,18.9 m,330621.3621,4674555.942,19,T
1.61E+18,0,,42.2048292N,42.204829,71.051753,71.0517538W,19.2 m,330621.0585,4674556.372,19,T
1.61E+18,0,,42.2048369N,42.204836,71.051763,71.0517639W,19.3 m,330620.2453,4674557.247,19,T
1.61E+18,0,,42.2048475N,42.204847,71.05178,71.0517806W,19.7 m,330618.8949,4674558.457,19,T
1.61E+18,0,,42.2048575N,42.204857,71.051796,71.0517965W,19.6 m,330617.609,4674559.599,19,T
1.61E+18,0,,42.2048677N,42.204867,71.05181,71.0518102W,19.7 m,330616.5052,4674560.759,19,T
1.61E+18,0,,42.204878N,42.204878,71.05182,71.0518209W,19.6 m,330615.6494,4674561.924,19,T
1.61E+18,0,,42.2048914N,42.204891,71.051829,71.051829W,19.3 m,330615.0165,4674563.428,19,T
1.61E+18,0,,42.2049108N,42.20491,71.051831,71.0518312W,19.1 m,330614.8867,4674565.587,19,T
1.61E+18,0,,42.2049301N,42.20493,71.051824,71.0518245W,18.8 m,330615.4914,4674567.716,19,T
1.61E+18,0,,42.204947N,42.204947,71.05181,71.0518108W,18.4 m,330616.6676,4674569.566,19,T
1.61E+18,0,,42.2049655N,42.204965,71.051791,71.0517918W,17.8 m,330618.2856,4674571.582,19,T
1.61E+18,0,,42.204987N,42.204987,71.051768,71.0517689W,17.3 m,330620.2336,4674573.924,19,T
1.61E+18,0,,42.2050105N,42.20501,71.05174,71.0517406W,16.9 m,330622.6328,4674576.477,19,T
1.61E+18,0,,42.2050359N,42.205035,71.051708,71.0517082W,16.6 m,330625.3755,4674579.233,19,T
1.61E+18,0,,42.2050595N,42.205059,71.051672,71.0516724W,16.4 m,330628.3941,4674581.783,19,T
1.61E+18,0,,42.2050797N,42.205079,71.051633,71.0516332W,16.0 m,330631.6842,4674583.948,19,T
1.61E+18,0,,42.2050999N,42.205099,71.051594,71.0515949W,15.6 m,330634.9001,4674586.115,19,T
1.61E+18,0,,42.2051215N,42.205121,71.051559,71.0515592W,15.3 m,330637.9051,4674588.442,19,T
1.61E+18,0,,42.2051462N,42.205146,71.051524,71.0515243W,15.0 m,330640.8523,4674591.116,19,T
1.61E+18,0,,42.2051735N,42.205173,71.051489,71.0514894W,14.7 m,330643.8065,4674594.078,19,T
1.61E+18,0,,42.2052019N,42.205201,71.051454,71.0514546W,14.6 m,330646.7553,4674597.162,19,T
1.61E+18,0,,42.2052296N,42.205229,71.051421,71.0514211W,14.5 m,330649.595,4674600.171,19,T
1.61E+18,0,,42.2052567N,42.205256,71.051388,71.0513884W,14.3 m,330652.367,4674603.116,19,T
1.61E+18,0,,42.2052823N,42.205282,71.051356,71.0513564W,14.1 m,330655.0772,4674605.895,19,T
1.61E+18,0,,42.2053084N,42.205308,71.051326,71.0513262W,13.8 m,330657.6401,4674608.733,19,T
1.61E+18,0,,42.2053331N,42.205333,71.051296,71.0512965W,13.6 m,330660.158,4674611.416,19,T
1.61E+18,0,,42.2053566N,42.205356,71.051266,71.0512669W,13.4 m,330662.6645,4674613.967,19,T
1.61E+18,0,,42.2053778N,42.205377,71.051236,71.0512368W,13.4 m,330665.2061,4674616.261,19,T
1.61E+18,0,,42.2053974N,42.205397,71.051206,71.0512069W,13.3 m,330667.7268,4674618.378,19,T
1.61E+18,0,,42.2054139N,42.205413,71.051181,71.0511811W,13.2 m,330669.9009,4674620.159,19,T
1.61E+18,0,,42.2054258N,42.205425,71.051162,71.0511623W,13.2 m,330671.4847,4674621.443,19,T
1.61E+18,0,,42.2054331N,42.205433,71.05115,71.0511505W,13.1 m,330672.4784,4674622.23,19,T
1.61E+18,0,,42.2054377N,42.205437,71.051143,71.0511436W,13.0 m,330673.0603,4674622.728,19,T
1.61E+18,0,,42.2054407N,42.20544,71.051139,71.0511393W,12.9 m,330673.4233,4674623.052,19,T
1.61E+18,0,,42.2054421N,42.205442,71.051136,71.0511361W,12.8 m,330673.6912,4674623.201,19,T
1.61E+18,0,,42.2054425N,42.205442,71.051134,71.0511343W,12.7 m,330673.8409,4674623.242,19,T
1.61E+18,0,,42.2054427N,42.205442,71.051134,71.0511346W,12.7 m,330673.8167,4674623.265,19,T
1.61E+18,0,,42.2054432N,42.205443,71.051136,71.0511363W,12.7 m,330673.6777,4674623.324,19,T
1.61E+18,0,,42.2054439N,42.205443,71.051138,71.0511381W,12.7 m,330673.5309,4674623.405,19,T
1.61E+18,0,,42.2054442N,42.205444,71.051139,71.0511397W,12.7 m,330673.3996,4674623.442,19,T
1.61E+18,0,,42.2054443N,42.205444,71.05114,71.0511409W,12.6 m,330673.3008,4674623.455,19,T
1.61E+18,0,,42.2054445N,42.205444,71.051141,71.0511417W,12.5 m,330673.2353,4674623.479,19,T
1.61E+18,0,,42.2054447N,42.205444,71.051142,71.0511422W,12.3 m,330673.1946,4674623.502,19,T
1.61E+18,0,,42.2054474N,42.205447,71.051138,71.0511388W,12.1 m,330673.4825,4674623.795,19,T
1.61E+18,0,,42.2054551N,42.205455,71.051128,71.0511283W,12.1 m,330674.3699,4674624.629,19,T
1.61E+18,0,,42.2054669N,42.205466,71.051112,71.0511124W,11.9 m,330675.7141,4674625.908,19,T
1.61E+18,0,,42.2054788N,42.205478,71.051095,71.0510956W,11.9 m,330677.1328,4674627.196,19,T
1.61E+18,0,,42.20549N,42.20549N,71.051081,71.0510811W,11.9 m,330678.3598,4674628.411,19,T
1.61E+18,0,,42.2055013N,42.205501,71.051067,71.0510673W,11.9 m,330679.5292,4674629.638,19,T
1.61E+18,0,,42.2055142N,42.205514,71.051052,71.0510523W,11.9 m,330680.802,4674631.041,19,T
1.61E+18,0,,42.2055271N,42.205527,71.051035,71.0510355W,11.9 m,330682.2234,4674632.44,19,T
1.61E+18,0,,42.2055404N,42.20554,71.051018,71.0510184W,11.9 m,330683.6707,4674633.883,19,T
1.61E+18,0,,42.2055546N,42.205554,71.051W,71.051W,11.9 m,330685.2276,4674635.423,19,T
1.61E+18,0,,42.2055706N,42.20557,71.050979,71.050979W,11.9 m,330687.004,4674637.158,19,T
1.61E+18,0,,42.2055828N,42.205582,71.050953,71.0509538W,11.9 m,330689.117,4674638.462,19,T
1.61E+18,0,,42.205587N,42.205587,71.050927,71.050927W,11.9 m,330691.3408,4674638.876,19,T
1.61E+18,0,,42.2055831N,42.205583,71.050902,71.0509029W,11.7 m,330693.3199,4674638.395,19,T
1.61E+18,0,,42.2055748N,42.205574,71.050884,71.0508846W,11.3 m,330694.8085,4674637.437,19,T
1.61E+18,0,,42.2055605N,42.20556,71.050865,71.0508652W,10.8 m,330696.3719,4674635.81,19,T
1.61E+18,0,,42.2055421N,42.205542,71.050839,71.0508392W,10.6 m,330698.4692,4674633.716,19,T
1.61E+18,0,,42.2055203N,42.20552,71.05081,71.0508101W,10.1 m,330700.8134,4674631.237,19,T
1.61E+18,0,,42.2055011N,42.205501,71.050783,71.050783W,10.2 m,330702.9993,4674629.051,19,T
1.61E+18,0,,42.2054757N,42.205475,71.050757,71.0507574W,9.0 m,330705.0449,4674626.18,19,T
1.61E+18,0,,42.2054542N,42.205454,71.050732,71.050732W,9.2 m,330707.0844,4674623.742,19,T
1.61E+18,0,,42.2054333N,42.205433,71.050703,71.0507035W,9.3 m,330709.3814,4674621.365,19,T
1.61E+18,0,,42.2054133N,42.205413,71.050675,71.050675W,9.6 m,330711.6808,4674619.088,19,T
1.61E+18,0,,42.2053912N,42.205391,71.050646,71.0506461W,9.7 m,330714.0077,4674616.576,19,T
1.61E+18,0,,42.2053691N,42.205369,71.050617,71.050617W,9.5 m,330716.351,4674614.064,19,T
1.61E+18,0,,42.205355N,42.205355,71.050593,71.0505935W,9.7 m,330718.2534,4674612.452,19,T
1.61E+18,0,,42.2053451N,42.205345,71.050578,71.0505782W,10.0 m,330719.4901,4674611.322,19,T
1.61E+18,0,,42.2053386N,42.205338,71.050567,71.0505678W,9.8 m,330720.3313,4674610.58,19,T
1.61E+18,0,,42.2053356N,42.205335,71.050563,71.0505634W,10.0 m,330720.6866,4674610.238,19,T
1.61E+18,0,,42.2053354N,42.205335,71.050562,71.0505629W,10.3 m,330720.7273,4674610.215,19,T
1.61E+18,0,,42.205336N,42.205336,71.050563,71.0505635W,10.6 m,330720.6794,4674610.283,19,T
1.61E+18,0,,42.2053369N,42.205336,71.050563,71.0505639W,10.8 m,330720.6488,4674610.383,19,T
1.61E+18,0,,42.2053381N,42.205338,71.050563,71.0505638W,11.0 m,330720.6602,4674610.516,19,T
1.61E+18,0,,42.2053388N,42.205338,71.050563,71.0505636W,11.2 m,330720.6786,4674610.594,19,T
1.61E+18,0,,42.2053399N,42.205339,71.050563,71.0505633W,11.4 m,330720.7063,4674610.715,19,T
1.61E+18,0,,42.2053403N,42.20534,71.050563,71.0505632W,11.7 m,330720.7156,4674610.76,19,T
1.61E+18,0,,42.2053407N,42.20534,71.050563,71.050563W,11.9 m,330720.7332,4674610.804,19,T
1.61E+18,0,,42.2053412N,42.205341,71.050562,71.0505629W,12.2 m,330720.7428,4674610.859,19,T
1.61E+18,0,,42.2053417N,42.205341,71.050562,71.0505627W,12.5 m,330720.7607,4674610.914,19,T
1.61E+18,0,,42.2053402N,42.20534,71.050563,71.0505631W,12.5 m,330720.7236,4674610.748,19,T
1.61E+18,0,,42.2053402N,42.20534,71.050563,71.050563W,12.8 m,330720.7319,4674610.748,19,T
1.61E+18,0,,42.2053411N,42.205341,71.050562,71.0505624W,13.0 m,330720.7838,4674610.847,19,T
1.61E+18,0,,42.2053415N,42.205341,71.050561,71.0505619W,13.3 m,330720.8262,4674610.89,19,T
1.61E+18,0,,42.2053424N,42.205342,71.050561,71.0505614W,13.5 m,330720.8698,4674610.989,19,T
1.61E+18,0,,42.2053435N,42.205343,71.05056,71.0505608W,13.9 m,330720.9223,4674611.11,19,T
1.61E+18,0,,42.2053439N,42.205343,71.05056,71.0505604W,14.1 m,330720.9564,4674611.154,19,T
1.61E+18,0,,42.2053444N,42.205344,71.050559,71.0505599W,14.3 m,330720.999,4674611.208,19,T
1.61E+18,0,,42.2053451N,42.205345,71.050559,71.0505592W,14.6 m,330721.0587,4674611.285,19,T
1.61E+18,0,,42.2053451N,42.205345,71.050558,71.0505589W,14.8 m,330721.0834,4674611.284,19,T
1.61E+18,0,,42.2053467N,42.205346,71.050558,71.0505581W,15.2 m,330721.1538,4674611.46,19,T
1.61E+18,0,,42.2053488N,42.205348,71.050557,71.0505572W,15.6 m,330721.2337,4674611.692,19,T
1.61E+18,0,,42.20535N,42.20535N,71.050556,71.0505564W,16.0 m,330721.3029,4674611.823,19,T
1.61E+18,0,,42.2053515N,42.205351,71.050555,71.0505555W,16.3 m,330721.3812,4674611.988,19,T
1.61E+18,0,,42.2053581N,42.205358,71.050553,71.050553W,17.3 m,330721.6052,4674612.716,19,T
1.61E+18,0,,42.2053589N,42.205358,71.050551,71.0505516W,17.4 m,330721.723,4674612.802,19,T
1.61E+18,0,,42.2053604N,42.20536,71.05055W,71.05055W,17.6 m,330721.8591,4674612.965,19,T
1.61E+18,0,,42.2053623N,42.205362,71.050548,71.0505486W,17.9 m,330721.9797,4674613.173,19,T
1.61E+18,0,,42.2053603N,42.20536,71.050548,71.0505486W,17.7 m,330721.9744,4674612.951,19,T
1.61E+18,0,,42.2053603N,42.20536,71.050548,71.0505482W,17.8 m,330722.0074,4674612.951,19,T
1.61E+18,0,,42.2053617N,42.205361,71.050547,71.0505474W,18.0 m,330722.0772,4674613.104,19,T
1.61E+18,0,,42.2053598N,42.205359,71.050547,71.0505474W,17.8 m,330722.0721,4674612.893,19,T
1.61E+18,0,,42.2053608N,42.20536,71.050546,71.0505466W,17.9 m,330722.1408,4674613.003,19,T
1.61E+18,0,,42.2053619N,42.205361,71.050545,71.0505458W,18.0 m,330722.2098,4674613.123,19,T
1.61E+18,0,,42.2053619N,42.205361,71.050545,71.0505456W,18.1 m,330722.2263,4674613.123,19,T
1.61E+18,0,,42.2053588N,42.205358,71.050546,71.0505463W,17.8 m,330722.1602,4674612.78,19,T
1.61E+18,0,,42.2053578N,42.205357,71.050546,71.0505462W,17.8 m,330722.1658,4674612.669,19,T
1.61E+18,0,,42.2053555N,42.205355,71.050546,71.0505465W,17.6 m,330722.1349,4674612.414,19,T
1.61E+18,0,,42.2053563N,42.205356,71.050545,71.0505451W,17.5 m,330722.2526,4674612.5,19,T
1.61E+18,0,,42.205358N,42.205358,71.050543,71.0505434W,17.5 m,330722.3975,4674612.686,19,T
1.61E+18,0,,42.2053578N,42.205357,71.050542,71.0505423W,17.3 m,330722.4878,4674612.661,19,T
1.61E+18,0,,42.2053583N,42.205358,71.05054,71.0505409W,17.2 m,330722.6047,4674612.714,19,T
1.61E+18,0,,42.2053611N,42.205361,71.050538,71.0505389W,17.5 m,330722.7773,4674613.021,19,T
1.61E+18,0,,42.2053627N,42.205362,71.050537,71.0505373W,17.4 m,330722.9137,4674613.195,19,T
1.61E+18,0,,42.2053655N,42.205365,71.050535,71.0505354W,17.5 m,330723.078,4674613.503,19,T
1.61E+18,0,,42.2053662N,42.205366,71.050531,71.0505318W,17.6 m,330723.3771,4674613.573,19,T
1.61E+18,0,,42.2053661N,42.205366,71.050524,71.0505246W,18.1 m,330723.9712,4674613.548,19,T
1.61E+18,0,,42.2053632N,42.205363,71.050515,71.0505155W,18.3 m,330724.7147,4674613.208,19,T
1.61E+18,0,,42.2053606N,42.20536,71.050508,71.0505082W,18.4 m,330725.3104,4674612.904,19,T
1.61E+18,0,,42.2053509N,42.20535,71.050504,71.0505044W,18.0 m,330725.5982,4674611.82,19,T
1.61E+18,0,,42.2053433N,42.205343,71.0505,71.0505008W,17.9 m,330725.8751,4674610.969,19,T
1.61E+18,0,,42.2053346N,42.205334,71.0505,71.0505005W,17.8 m,330725.8767,4674610.002,19,T
1.61E+18,0,,42.2053193N,42.205319,71.050506,71.0505066W,17.2 m,330725.3322,4674608.315,19,T
1.61E+18,0,,42.2053042N,42.205304,71.050519,71.050519W,17.2 m,330724.2682,4674606.663,19,T
1.61E+18,0,,42.2052848N,42.205284,71.050537,71.0505375W,17.2 m,330722.6891,4674604.546,19,T
1.61E+18,0,,42.2052559N,42.205255,71.05056,71.0505601W,15.7 m,330720.7461,4674601.382,19,T
1.61E+18,0,,42.2052339N,42.205233,71.050582,71.0505826W,15.5 m,330718.8299,4674598.983,19,T
1.61E+18,0,,42.2052101N,42.20521,71.050608,71.0506086W,15.2 m,330716.6198,4674596.392,19,T
1.61E+18,0,,42.205185N,42.205185,71.050636,71.0506367W,14.8 m,330714.233,4674593.661,19,T
1.61E+18,0,,42.2051611N,42.205161,71.050665,71.0506657W,14.4 m,330711.775,4674591.065,19,T
1.61E+18,0,,42.2051384N,42.205138,71.050695,71.0506951W,14.3 m,330709.2872,4674588.603,19,T
1.61E+18,0,,42.205114N,42.205114,71.050723,71.0507236W,14.2 m,330706.8692,4674585.95,19,T
1.61E+18,0,,42.2050881N,42.205088,71.050756,71.0507563W,14.1 m,330704.1004,4674583.139,19,T
1.61E+18,0,,42.2050579N,42.205057,71.050792,71.050792W,13.6 m,330701.0725,4674579.856,19,T
1.61E+18,0,,42.2050267N,42.205026,71.050829,71.050829W,13.1 m,330697.9345,4674576.465,19,T
1.61E+18,0,,42.2049971N,42.204997,71.050865,71.0508653W,12.9 m,330694.8587,4674573.251,19,T
1.61E+18,0,,42.2049674N,42.204967,71.050901,71.0509015W,12.7 m,330691.7908,4674570.025,19,T
1.61E+18,0,,42.2049375N,42.204937,71.050937,71.0509375W,12.5 m,330688.7389,4674566.776,19,T
1.61E+18,0,,42.2049075N,42.204907,71.050973,71.0509735W,12.3 m,330685.6867,4674563.516,19,T
1.61E+18,0,,42.2048781N,42.204878,71.051009,71.0510095W,12.1 m,330682.6361,4674560.323,19,T
1.61E+18,0,,42.2048484N,42.204848,71.051044,71.0510446W,11.9 m,330679.659,4674557.095,19,T
1.61E+18,0,,42.2048199N,42.204819,71.05108W,71.05108W,11.8 m,330676.6604,4674554.001,19,T
1.61E+18,0,,42.2047916N,42.204791,71.051114,71.051114W,11.7 m,330673.7779,4674550.926,19,T
1.61E+18,0,,42.2047638N,42.204763,71.051147,71.0511472W,11.6 m,330670.9627,4674547.905,19,T
1.61E+18,0,,42.2047368N,42.204736,71.05118,71.0511803W,11.6 m,330668.1579,4674544.973,19,T
1.61E+18,0,,42.2047096N,42.204709,71.051211,71.0512119W,11.5 m,330665.4765,4674542.015,19,T
1.61E+18,0,,42.2046838N,42.204683,71.051243,71.0512439W,11.4 m,330662.7657,4674539.214,19,T
1.61E+18,0,,42.2046601N,42.20466,71.051272,71.0512726W,11.4 m,330660.333,4674536.639,19,T
1.61E+18,0,,42.2046436N,42.204643,71.051296,71.0512969W,11.3 m,330658.2828,4674534.855,19,T
1.61E+18,0,,42.2046302N,42.20463,71.05131,71.0513103W,11.3 m,330657.1407,4674533.394,19,T
1.61E+18,0,,42.2046243N,42.204624,71.05132,71.0513207W,11.3 m,330656.2664,4674532.759,19,T
1.61E+18,0,,42.2046227N,42.204622,71.051325,71.0513254W,11.4 m,330655.8741,4674532.591,19,T
1.61E+18,0,,42.204621N,42.204621,71.051329,71.0513293W,11.5 m,330655.5476,4674532.41,19,T
1.61E+18,0,,42.2046145N,42.204614,71.051339,71.051339W,11.5 m,330654.7294,4674531.708,19,T
1.61E+18,0,,42.204602N,42.204602,71.051355,71.0513559W,11.5 m,330653.3008,4674530.353,19,T
1.61E+18,0,,42.2045857N,42.204585,71.051378,71.0513785W,11.5 m,330651.3915,4674528.588,19,T
1.61E+18,0,,42.2045671N,42.204567,71.051403,71.0514037W,11.5 m,330649.2613,4674526.573,19,T
1.61E+18,0,,42.2045489N,42.204548,71.051431,71.0514319W,11.4 m,330646.8846,4674524.608,19,T
1.61E+18,0,,42.2045262N,42.204526,71.051461,71.0514615W,11.4 m,330644.3802,4674522.146,19,T
1.61E+18,0,,42.2044997N,42.204499,71.051491,71.0514917W,11.3 m,330641.8162,4674519.264,19,T
1.61E+18,0,,42.2044726N,42.204472,71.051522,71.0515226W,11.3 m,330639.1928,4674516.316,19,T
1.61E+18,0,,42.2044476N,42.204447,71.051552,71.0515527W,11.4 m,330636.641,4674513.6,19,T
1.61E+18,0,,42.2044286N,42.204428,71.051577,71.0515771W,11.5 m,330634.5758,4674511.538,19,T
1.61E+18,0,,42.2044157N,42.204415,71.051596,71.0515961W,11.5 m,330632.9728,4674510.144,19,T
1.61E+18,0,,42.2044061N,42.204406,71.051612,71.0516128W,11.5 m,330631.5684,4674509.111,19,T
1.61E+18,0,,42.2043979N,42.204397,71.051628,71.0516281W,11.7 m,330630.2834,4674508.231,19,T
1.61E+18,0,,42.204389N,42.204389,71.051646,71.0516464W,11.8 m,330628.7488,4674507.279,19,T
1.61E+18,0,,42.2043778N,42.204377,71.051663,71.0516633W,13.6 m,330627.3236,4674506.069,19,T
1.61E+18,0,,42.2043674N,42.204367,71.051684,71.0516847W,14.1 m,330625.5291,4674504.956,19,T
1.61E+18,0,,42.2043561N,42.204356,71.051709,71.0517097W,14.4 m,330623.435,4674503.751,19,T
1.61E+18,0,,42.2043445N,42.204344,71.051737,71.0517372W,14.4 m,330621.1337,4674502.518,19,T
1.61E+18,0,,42.2043334N,42.204333,71.051765,71.0517654W,14.4 m,330618.7759,4674501.341,19,T
1.61E+18,0,,42.2043225N,42.204322,71.051793,71.0517931W,14.4 m,330616.4599,4674500.186,19,T
1.61E+18,0,,42.2043111N,42.204311,71.051819,71.0518197W,14.5 m,330614.2334,4674498.973,19,T
1.61E+18,0,,42.2043004N,42.2043,71.051845,71.0518458W,14.6 m,330612.0501,4674497.837,19,T
1.61E+18,0,,42.2042912N,42.204291,71.051871,71.0518718W,14.4 m,330609.879,4674496.867,19,T
1.61E+18,0,,42.2042847N,42.204284,71.05189,71.0518902W,14.4 m,330608.3426,4674496.182,19,T
1.61E+18,0,,42.2042824N,42.204282,71.051903,71.051903W,14.3 m,330607.2797,4674495.952,19,T
1.61E+18,0,,42.2042799N,42.204279,71.051911,71.0519119W,14.3 m,330606.5383,4674495.692,19,T
1.61E+18,0,,42.2042774N,42.204277,71.051925,71.0519258W,14.0 m,330605.384,4674495.442,19,T
1.61E+18,0,,42.2042727N,42.204272,71.051941,71.0519418W,13.9 m,330604.0505,4674494.952,19,T
1.61E+18,0,,42.2042673N,42.204267,71.051958,71.0519583W,13.8 m,330602.6739,4674494.385,19,T
1.61E+18,0,,42.204262N,42.204262,71.051974,71.0519741W,13.6 m,330601.3553,4674493.828,19,T
1.61E+18,0,,42.2042568N,42.204256,71.051987,71.0519877W,13.6 m,330600.2187,4674493.278,19,T
1.61E+18,0,,42.2042499N,42.204249,71.051999,71.0519992W,13.5 m,330599.2508,4674492.534,19,T
1.61E+18,0,,42.2042445N,42.204244,71.052005,71.0520054W,13.1 m,330598.7245,4674491.947,19,T
1.61E+18,0,,42.2042417N,42.204241,71.052005,71.052005W,13.0 m,330598.7501,4674491.635,19,T
1.61E+18,0,,42.2042402N,42.20424,71.052003,71.0520034W,13.1 m,330598.8781,4674491.465,19,T
1.61E+18,0,,42.204239N,42.204239,71.052001,71.0520019W,13.1 m,330598.9988,4674491.329,19,T
1.61E+18,0,,42.2042397N,42.204239,71.052,71.0520007W,13.1 m,330599.0997,4674491.405,19,T
1.61E+18,0,,42.2042385N,42.204238,71.051999,71.0519994W,13.7 m,330599.2038,4674491.269,19,T
