%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1614786488775283622,478,0,,42.2043111N,71.0518197W,14.5 m,330614.2334290204,4674498.97316337,19,T
1614786489776846777,479,0,,42.2043004N,71.0518458W,14.6 m,330612.0500849233,4674497.836896034,19,T
1614786490776459284,480,0,,42.2042912N,71.0518718W,14.4 m,330609.87900459743,4674496.8669904815,19,T
1614786491777195594,481,0,,42.2042847N,71.0518902W,14.4 m,330608.34257615526,4674496.181791989,19,T
1614786492779853124,482,0,,42.2042824N,71.051903W,14.3 m,330607.27969387855,4674495.951834015,19,T
1614786493772493519,483,0,,42.2042799N,71.0519119W,14.3 m,330606.5382511119,4674495.69191881,19,T
1614786494779772927,484,0,,42.2042774N,71.0519258W,14.0 m,330605.38402096106,4674495.441938871,19,T
1614786495780780411,485,0,,42.2042727N,71.0519418W,13.9 m,330604.0505403322,4674494.951844191,19,T
1614786496776775638,486,0,,42.2042673N,71.0519583W,13.8 m,330602.67390994215,4674494.385015378,19,T
1614786497777862382,487,0,,42.204262N,71.0519741W,13.6 m,330601.35533682205,4674493.827899856,19,T
1614786498781400485,488,0,,42.2042568N,71.0519877W,13.6 m,330600.2186572307,4674493.277516941,19,T
1614786499780302210,489,0,,42.2042499N,71.0519992W,13.5 m,330599.25080467324,4674492.53419347,19,T
1614786500778862319,490,0,,42.2042445N,71.0520054W,13.1 m,330598.7245157276,4674491.946898215,19,T
1614786501781406087,491,0,,42.2042417N,71.052005W,13.0 m,330598.75005524897,4674491.6351916995,19,T
1614786502778606727,492,0,,42.2042402N,71.0520034W,13.1 m,330598.87813826,4674491.46545249,19,T
1614786503778466224,493,0,,42.204239N,71.0520019W,13.1 m,330598.9987673308,4674491.329223961,19,T
1614786504773586397,494,0,,42.2042397N,71.0520007W,13.1 m,330599.09970721643,4674491.404567342,19,T
1614786505773613881,495,0,,42.2042385N,71.0519994W,13.7 m,330599.20382478734,4674491.2687362395,19,T
1614786506776240446,496,0,,42.2042366N,71.0519976W,14.1 m,330599.3473502586,4674491.054183667,19,T
1614786507775044130,497,0,,42.2042361N,71.0519964W,14.0 m,330599.4450829507,4674490.996279192,19,T
1614786508773684645,498,0,,42.2042336N,71.0520009W,13.9 m,330599.06689244515,4674490.7276214855,19,T
1614786509777610889,499,0,,42.2042297N,71.0520148W,13.7 m,330597.9089194082,4674490.322186909,19,T
1614786510780394591,500,0,,42.2042258N,71.0520373W,13.6 m,330596.0409514413,4674489.933841951,19,T
1614786511781809242,501,0,,42.2042204N,71.0520616W,13.6 m,330594.02037055977,4674489.382514569,19,T
1614786512779026910,502,0,,42.2042143N,71.0520858W,13.7 m,330592.0061741435,4674488.753261121,19,T
1614786513781991731,503,0,,42.2042063N,71.0521066W,13.6 m,330590.2675947094,4674487.906275926,19,T
1614786514779336546,504,0,,42.2041947N,71.052123W,13.9 m,330588.8826459798,4674486.650803751,19,T
1614786515775557456,505,0,,42.2041822N,71.0521333W,13.7 m,330587.99889250135,4674485.2832737565,19,T
1614786516777377204,506,0,,42.2041663N,71.0521399W,14.1 m,330587.41151416994,4674483.53085545,19,T
1614786517782253790,507,0,,42.2041508N,71.0521422W,14.2 m,330587.1802025328,4674481.814307959,19,T
1614786518789580996,508,0,,42.2041307N,71.0521346W,14.5 m,330587.75391652057,4674479.567303286,19,T
1614786519785500205,509,0,,42.2041052N,71.0521196W,14.8 m,330588.92412458546,4674476.705977819,19,T
1614786520788146596,510,0,,42.2040832N,71.0521066W,15.8 m,330589.93857302447,4674474.237266592,19,T
1614786521784560507,511,0,,42.2040626N,71.0520892W,16.2 m,330591.3200182036,4674471.915267697,19,T
1614786522779696095,512,0,,42.2040385N,71.0520665W,16.1 m,330593.12966593937,4674469.194097488,19,T
1614786523786803481,513,0,,42.2040218N,71.0520453W,17.2 m,330594.83525649254,4674467.297603629,19,T
1614786524786252205,514,0,,42.2039858N,71.0520324W,15.9 m,330595.8040350458,4674463.274533813,19,T
1614786525780874190,515,0,,42.2039448N,71.052019W,14.8 m,330596.800730446,4674458.695271239,19,T
1614786526784889321,516,0,,42.203923N,71.0520254W,14.6 m,330596.21409539366,4674456.287319566,19,T
1614786527789810211,517,0,,42.2039053N,71.0520252W,14.8 m,330596.1833005082,4674454.321516327,19,T
1614786528788270473,518,0,,42.2038831N,71.052019W,14.9 m,330596.6358264686,4674451.844110868,19,T
1614786529787449343,519,0,,42.2038546N,71.0519986W,16.1 m,330598.2438388757,4674448.6389372125,19,T
1614786530787834847,520,0,,42.2038364N,71.051985W,17.1 m,330599.3179861112,4674446.590986911,19,T
1614786531788034544,521,0,,42.2038115N,71.0519691W,17.6 m,330600.56411111366,4674443.794499357,19,T
1614786532788396090,522,0,,42.2037847N,71.0519472W,17.6 m,330602.30050791916,4674440.775113939,19,T
1614786533783993598,523,0,,42.2037576N,71.0519272W,18.0 m,330603.8792440585,4674437.726192417,19,T
1614786534788415096,524,0,,42.2037307N,71.0519065W,18.0 m,330605.5163068699,4674434.698088364,19,T
1614786535789696127,525,0,,42.203707N,71.0518905W,18.5 m,330606.77389955753,4674432.034651235,19,T
1614786536791840406,526,0,,42.2036848N,71.0518752W,18.5 m,330607.9777112048,4674429.539165066,19,T
1614786537792473438,527,0,,42.2036647N,71.0518604W,17.9 m,330609.1458567834,4674427.277856353,19,T
1614786538794289669,528,0,,42.2036424N,71.0518466W,16.6 m,330610.22556550795,4674424.774247106,19,T
1614786539791993464,529,0,,42.2036242N,71.051835W,15.6 m,330611.1346036709,4674422.730272808,19,T
1614786540792919669,530,0,,42.2036123N,71.0518233W,15.7 m,330612.06873437297,4674421.385651134,19,T
1614786541795659685,531,0,,42.2036028N,71.0518118W,15.1 m,330612.9927675036,4674420.307922667,19,T
1614786542793965929,532,0,,42.2035972N,71.051796W,13.6 m,330614.282224089,4674419.654706105,19,T
1614786543795743674,533,0,,42.2035949N,71.0517727W,12.8 m,330616.1996873039,4674419.353019673,19,T
1614786544792291289,534,0,,42.2036052N,71.0517468W,12.5 m,330618.3654733979,4674420.445270274,19,T
1614786545796299647,535,0,,42.2036251N,71.0517225W,12.4 m,330620.4248192854,4674422.606683211,19,T
1614786546797419111,536,0,,42.2036479N,71.0516978W,12.2 m,330622.5249367459,4674425.089317616,19,T
1614786547794558191,537,0,,42.2036724N,71.0516699W,12.1 m,330624.89378192683,4674427.754362667,19,T
1614786548791752989,538,0,,42.2036961N,71.0516402W,12.1 m,330627.4090924159,4674430.3270004075,19,T
1614786549792396721,539,0,,42.2037189N,71.0516103W,12.0 m,330629.93850781413,4674432.799305776,19,T
1614786550798426412,540,0,,42.2037429N,71.0515802W,11.9 m,330632.4876396026,4674435.40446251,19,T
1614786551795674202,541,0,,42.203767N,71.0515501W,12.0 m,330635.03703673836,4674438.020724114,19,T
1614786552795081461,542,0,,42.2037917N,71.05152W,11.8 m,330637.5880352161,4674440.703610517,19,T
1614786553793475633,543,0,,42.2038158N,71.0514895W,11.6 m,330640.17045182013,4674443.319079228,19,T
1614786554792303961,544,0,,42.20384N,71.0514599W,11.3 m,330642.6788315007,4674445.947440757,19,T
1614786555789818086,545,0,,42.2038643N,71.0514329W,11.1 m,330644.9728257223,4674448.592072171,19,T
1614786556792762104,546,0,,42.2038871N,71.0514071W,10.9 m,330647.1637408866,4674451.072528328,19,T
1614786557795549592,547,0,,42.2039082N,71.0513819W,10.7 m,330649.30057764356,4674453.365409254,19,T
1614786558794944650,548,0,,42.2039302N,71.0513589W,10.7 m,330651.2581902485,4674455.762596955,19,T
1614786559795586582,549,0,,42.2039524N,71.0513355W,10.7 m,330653.24935906916,4674458.181198555,19,T
1614786560797366044,550,0,,42.2039748N,71.0513124W,10.8 m,330655.2162935507,4674460.622604597,19,T
1614786561802700356,551,0,,42.2039971N,71.0512879W,11.1 m,330657.29854049574,4674463.05012618,19,T
1614786562795890438,552,0,,42.2040203N,71.0512633W,11.1 m,330659.3914463392,4674465.577385594,19,T
1614786563800165128,553,0,,42.2040439N,71.0512391W,11.2 m,330661.45239627874,4674468.149856089,19,T
1614786564799343297,554,0,,42.2040675N,71.0512149W,11.2 m,330663.51334475505,4674470.722327159,19,T
1614786565799116784,555,0,,42.2040907N,71.0511896W,11.1 m,330665.6640366044,4674473.248197886,19,T
1614786566797288625,556,0,,42.2041122N,71.051162W,10.9 m,330668.0000679338,4674475.580732962,19,T
1614786567800018803,557,0,,42.2041327N,71.051133W,10.7 m,330670.4490069158,4674477.799448123,19,T
1614786568799531381,558,0,,42.2041505N,71.0511012W,10.8 m,330673.1218926846,4674479.7127949605,19,T
1614786569800780165,559,0,,42.2041669N,71.0510685W,10.8 m,330675.86533880746,4674481.468899365,19,T
1614786570801708332,560,0,,42.2041836N,71.0510366W,10.9 m,330678.543538895,4674483.259905706,19,T
1614786571797759094,561,0,,42.2042021N,71.0510085W,11.0 m,330680.91282733926,4674485.2583321715,19,T
1614786572802622023,562,0,,42.2042239N,71.0509896W,11.1 m,330682.5314005686,4674487.641463361,19,T
1614786573799834671,563,0,,42.2042463N,71.0509825W,11.1 m,330683.1773970332,4674490.114655041,19,T
1614786574802446990,564,0,,42.2042672N,71.0509898W,11.0 m,330682.6305584868,4674492.449887172,19,T
1614786575800005310,565,0,,42.2042838N,71.051008W,11.1 m,330681.17235727975,4674494.329296883,19,T
1614786576799321432,566,0,,42.2043017N,71.051032W,11.0 m,330679.23879660375,4674496.364578555,19,T
1614786577802014282,567,0,,42.2043217N,71.0510595W,10.9 m,330677.02189617127,4674498.639996235,19,T
1614786578804654046,568,0,,42.2043425N,71.0510886W,11.0 m,330674.6750425755,4674501.00742453,19,T
1614786579799189900,569,0,,42.2043631N,71.0511186W,11.0 m,330672.25335465453,4674503.354433318,19,T
1614786580803498665,570,0,,42.2043847N,71.0511501W,11.0 m,330669.7105039464,4674505.8154623015,19,T
1614786581799583691,571,0,,42.2044055N,71.05118W,10.9 m,330667.29760941386,4674508.184482253,19,T
1614786582804867538,572,0,,42.2044258N,71.0512087W,10.8 m,330664.9824494219,4674510.495599531,19,T
1614786583800260341,573,0,,42.2044459N,71.0512368W,10.8 m,330662.71629097406,4674512.783317823,19,T
1614786584799822104,574,0,,42.2044652N,71.0512652W,10.7 m,330660.42322947574,4674514.982800911,19,T
1614786585801985905,575,0,,42.2044804N,71.0512872W,10.6 m,330658.6475812805,4674516.714308158,19,T
1614786586801583714,576,0,,42.2044899N,71.0513007W,10.5 m,330657.5584409003,4674517.796003819,19,T
1614786587801195504,577,0,,42.2044947N,71.0513073W,10.4 m,330657.0263880024,4674518.342105745,19,T
1614786588802561444,578,0,,42.2044976N,71.0513098W,10.3 m,330656.8277432158,4674518.669087512,19,T
1614786589802863672,579,0,,42.2044985N,71.0513111W,10.2 m,330656.7228234915,4674518.771605783,19,T
1614786590802152739,580,0,,42.2044994N,71.0513113W,10.2 m,330656.70871666254,4674518.871938965,19,T
1614786591803534527,581,0,,42.2045002N,71.0513117W,10.1 m,330656.6778312177,4674518.961565451,19,T
1614786592807568606,582,0,,42.2045015N,71.051312W,10.0 m,330656.656537384,4674519.10651323,19,T
1614786593805859505,583,0,,42.2045019N,71.0513113W,9.9 m,330656.71539611655,4674519.149538669,19,T
1614786594807351124,584,0,,42.2045028N,71.0513126W,9.9 m,330656.6104763993,4674519.252056942,19,T
1614786595801549956,585,0,,42.204506N,71.0513165W,9.9 m,330656.297053167,4674519.615131716,19,T
1614786596805690097,586,0,,42.2045129N,71.0513247W,10.0 m,330655.6385198373,4674520.397595832,19,T
1614786597805780164,587,0,,42.204525N,71.0513388W,10.1 m,330654.5067929508,4674521.769187572,19,T
1614786598809781096,588,0,,42.2045382N,71.0513562W,10.1 m,330653.10556703515,4674523.269478792,19,T
1614786599808139441,589,0,,42.2045525N,71.0513766W,10.0 m,330651.45960946335,4674524.89787371,19,T
1614786600806356441,590,0,,42.2045697N,71.0514032W,9.7 m,330649.3095472564,4674526.860601197,19,T
1614786601810815761,591,0,,42.20459N,71.0514337W,9.7 m,330646.8457967575,4674529.17530062,19,T
1614786602804723537,592,0,,42.2046109N,71.0514649W,9.8 m,330644.3258611611,4674531.5580155095,19,T
1614786603807195184,593,0,,42.2046347N,71.0514982W,10.0 m,330641.6403064732,4674534.2669189405,19,T
1614786604810173673,594,0,,42.2046591N,71.0515331W,10.2 m,330638.8242659753,4674537.045626057,19,T
1614786605816156492,595,0,,42.2046828N,71.0515686W,10.6 m,330635.9568230745,4674539.747798473,19,T
1614786606815002142,596,0,,42.2047053N,71.0516025W,10.7 m,330633.21826683,4674542.313545498,19,T
1614786607808244200,597,0,,42.2047268N,71.0516341W,10.8 m,330630.666921197,4674544.763684219,19,T
1614786608806771825,598,0,,42.2047472N,71.0516643W,10.5 m,330628.2282174661,4674547.088898539,19,T
1614786609809200353,599,0,,42.2047671N,71.0516933W,10.7 m,330625.88724739966,4674549.356209632,19,T
1614786610813060458,600,0,,42.204784N,71.0517176W,10.9 m,330623.9262788376,4674551.281063722,19,T
1614786611808421279,601,0,,42.2047981N,71.0517363W,11.2 m,330622.42014675157,4674552.8838802725,19,T
1614786612810053051,602,0,,42.2048074N,71.0517503W,11.1 m,330621.2892047914,4674553.944367381,19,T
1614786613807931361,603,0,,42.2048132N,71.051761W,11.2 m,330620.42134714464,4674554.609658344,19,T
1614786614818666444,604,0,,42.2048179N,71.051767W,11.4 m,330619.93856678973,4674555.143467149,19,T
1614786615814489605,605,0,,42.2048201N,71.0517712W,11.6 m,330619.5977076725,4674555.396099854,19,T
1614786616810914217,606,0,,42.2048201N,71.0517731W,11.5 m,330619.4408498355,4674555.3998749545,19,T
1614786617809096306,607,0,,42.2048179N,71.0517746W,11.0 m,330619.31113541586,4674555.15856754,19,T
1614786618809477075,608,0,,42.2048166N,71.0517752W,10.7 m,330619.2581272352,4674555.015407823,19,T
1614786619810267631,609,0,,42.2048163N,71.0517752W,10.7 m,330619.25732551434,4674554.982095855,19,T
1614786620809944030,610,0,,42.2048157N,71.0517751W,10.6 m,330619.2639777509,4674554.915273231,19,T
1614786621811561274,611,0,,42.2048153N,71.0517752W,10.5 m,330619.25465311157,4674554.871055966,19,T
1614786622812569181,612,0,,42.2048151N,71.0517752W,10.4 m,330619.254118631,4674554.848847989,19,T
1614786623813435928,613,0,,42.2048148N,71.0517754W,10.4 m,330619.23680555995,4674554.8159334,19,T
1614786624811140741,614,0,,42.2048144N,71.051776W,10.3 m,330619.1862025369,4674554.772709583,19,T
1614786625813052076,615,0,,42.2048142N,71.051776W,10.2 m,330619.18566805613,4674554.750501605,19,T
1614786626813861813,616,0,,42.204814N,71.0517761W,10.1 m,330619.1768778991,4674554.728492318,19,T
1614786627814870470,617,0,,42.2048138N,71.0517761W,10.0 m,330619.17634341837,4674554.7062843405,19,T
1614786628815676952,618,0,,42.2048141N,71.0517759W,10.0 m,330619.19365649426,4674554.739198926,19,T
1614786629818135441,619,0,,42.2048144N,71.0517758W,10.0 m,330619.2027138915,4674554.772312203,19,T
1614786630818291446,620,0,,42.2048151N,71.0517758W,10.0 m,330619.20458457404,4674554.850040127,19,T
1614786631812893269,621,0,,42.2048153N,71.0517755W,10.0 m,330619.22988608317,4674554.871652036,19,T
1614786632818792926,622,0,,42.2048157N,71.0517758W,10.0 m,330619.2061880161,4674554.916664059,19,T
1614786633818101291,623,0,,42.2048157N,71.0517761W,10.0 m,330619.1814209857,4674554.917260129,19,T
1614786634818074534,624,0,,42.2048157N,71.0517758W,9.9 m,330619.2061880161,4674554.916664059,19,T
1614786635816631591,625,0,,42.2048158N,71.0517763W,10.0 m,330619.1651768739,4674554.928761499,19,T
1614786636819508075,626,0,,42.2048157N,71.0517761W,9.9 m,330619.1814209857,4674554.917260129,19,T
1614786637820885150,627,0,,42.2048159N,71.0517765W,9.9 m,330619.1489327622,4674554.940262868,19,T
1614786638825219386,628,0,,42.2048163N,71.0517769W,10.0 m,330619.11697901995,4674554.985473583,19,T
1614786639822833756,629,0,,42.2048166N,71.0517771W,10.0 m,330619.1012693895,4674555.019182931,19,T
1614786640821211501,630,0,,42.2048166N,71.0517775W,10.0 m,330619.0682466856,4674555.019977691,19,T
1614786641821655901,631,0,,42.2048171N,71.0517784W,10.2 m,330618.99528180104,4674555.077285845,19,T
1614786642817797829,632,0,,42.2048177N,71.0517798W,10.5 m,330618.8813057835,4674555.1466914425,19,T
1614786643822708818,633,0,,42.2048194N,71.0517819W,10.6 m,330618.7124796865,4674555.339631751,19,T
1614786644821518054,634,0,,42.2048243N,71.0517899W,10.7 m,330618.0651204913,4674555.899622479,19,T
1614786645824699493,635,0,,42.2048346N,71.0518043W,10.8 m,330616.90382941475,4674557.071944988,19,T
1614786646825382984,636,0,,42.2048492N,71.0518197W,11.0 m,330615.6714735923,4674558.723726168,19,T
1614786647822934255,637,0,,42.2048673N,71.051829W,11.0 m,330614.95206790185,4674560.752026793,19,T
1614786648823789918,638,0,,42.2048895N,71.0518282W,10.9 m,330615.0774422044,4674563.215522821,19,T
1614786649824364522,639,0,,42.2049141N,71.0518172W,11.1 m,330616.0513081049,4674565.925247768,19,T
1614786650825883452,640,0,,42.20494N,71.0517957W,11.2 m,330617.8954918216,4674568.758462,19,T
1614786651826289385,641,0,,42.2049692N,71.0517665W,11.2 m,330620.38417860237,4674571.942809245,19,T
1614786652825703126,642,0,,42.2049991N,71.0517336W,11.2 m,330623.1801929901,4674575.19753386,19,T
1614786653822937727,643,0,,42.2050347N,71.0516935W,11.3 m,330626.58584369015,4674579.070881784,19,T
1614786654827257167,644,0,,42.2050767N,71.0516443W,11.3 m,330630.75985661335,4674583.6368069155,19,T
1614786655826071163,645,0,,42.2051243N,71.0515879W,11.2 m,330635.5432342445,4674588.810253404,19,T
1614786656826138530,646,0,,42.2051736N,71.0515275W,10.7 m,330640.66137272917,4674594.164524147,19,T
1614786657827129533,647,0,,42.2052245N,71.0514654W,10.1 m,330645.92412438337,4674599.693085039,19,T
1614786658826943493,648,0,,42.2052785N,71.0514024W,9.5 m,330651.26945146953,4674605.564085459,19,T
1614786659828555181,649,0,,42.2053341N,71.0513378W,9.0 m,330656.75113453076,4674611.609575196,19,T
1614786660822736632,650,0,,42.2053918N,71.0512689W,8.3 m,330662.59340993664,4674617.879711185,19,T
1614786661828661703,651,0,,42.205452N,71.0511964W,7.5 m,330668.73955568747,4674624.420300685,19,T
1614786662824638752,652,0,,42.2055145N,71.0511219W,6.8 m,330675.05694657436,4674631.212314507,19,T
1614786663828938978,653,0,,42.2055776N,71.0510471W,5.9 m,330681.400695115,4674638.070361791,19,T
1614786664820207265,654,0,,42.2056423N,71.0509673W,4.9 m,330688.1614841722,4674645.0961477235,19,T
1614786665825263208,655,0,,42.2057011N,71.0508858W,3.8 m,330695.04684385494,4674651.463428154,19,T
1614786666830980375,656,0,,42.2057661N,71.0507968W,1.6 m,330702.56791893346,4674658.504267693,19,T
1614786667826999962,657,0,,42.2058206N,71.0507227W,5.1 m,330708.8308567739,4674664.408785528,19,T
1614786668829960453,658,0,,42.2058823N,71.0506541W,6.4 m,330714.6589608167,4674671.123717949,19,T
1614786669831171224,659,0,,42.2059438N,71.0505848W,7.3 m,330720.54430851457,4674677.815056931,19,T
1614786670828631577,660,0,,42.2060026N,71.0505196W,8.3 m,330726.083957694,4674684.2147341585,19,T
1614786671826763547,661,0,,42.2060561N,71.0504561W,8.8 m,330731.46909834957,4674690.029279595,19,T
1614786672834770943,662,0,,42.2061082N,71.0503948W,9.4 m,330736.6688701827,4674695.692741329,19,T
1614786673833288798,663,0,,42.2061566N,71.0503334W,9.9 m,330741.8670081191,4674700.945160517,19,T
1614786674834708657,664,0,,42.2062042N,71.0502751W,10.0 m,330746.8070816669,4674706.114906335,19,T
1614786675836084553,665,0,,42.2062506N,71.0502216W,10.1 m,330751.34768010315,4674711.1609374825,19,T
1614786676836869069,666,0,,42.2062925N,71.0501744W,10.0 m,330755.35616000986,4674715.719799561,19,T
1614786677836806699,667,0,,42.2063273N,71.0501313W,10.1 m,330759.0072008639,4674719.498420266,19,T
1614786678839692039,668,0,,42.20636N,71.0500925W,10.0 m,330762.29764487926,4674723.052395655,19,T
1614786679838484838,669,0,,42.2063892N,71.0500556W,10.1 m,330765.42188586295,4674726.221504794,19,T
1614786680838236813,670,0,,42.206415N,71.0500246W,10.1 m,330768.049972862,4674729.02479231,19,T
1614786681836857550,671,0,,42.2064346N,71.0499994W,10.1 m,330770.18268586113,4674731.151147416,19,T
1614786682835388331,672,0,,42.2064492N,71.0499799W,10.1 m,330771.8314855336,4674732.733619058,19,T
1614786683837014502,673,0,,42.2064608N,71.0499643W,10.2 m,330773.15031113394,4674733.990713445,19,T
1614786684837429899,674,0,,42.2064699N,71.0499515W,10.2 m,330774.2313081302,4674734.975766694,19,T
1614786685838014673,675,0,,42.2064776N,71.0499422W,10.1 m,330775.01962564065,4674735.812312193,19,T
1614786686837453960,676,0,,42.2064828N,71.0499354W,10.1 m,330775.59488129755,4674736.376220824,19,T
1614786687838611779,677,0,,42.2064857N,71.0499305W,10.2 m,330776.0071419843,4674736.688509444,19,T
1614786688842045249,678,0,,42.2064875N,71.0499275W,10.3 m,330776.25961185567,4674736.882425915,19,T
1614786689838502803,679,0,,42.2064887N,71.0499266W,10.4 m,330776.3371150675,4674737.013887196,19,T
1614786690838627371,680,0,,42.2064891N,71.049926W,10.4 m,330776.38771584316,4674737.057112088,19,T
1614786691839182123,681,0,,42.20649N,71.0499259W,10.6 m,330776.39837436867,4674737.156849492,19,T
1614786692840053019,682,0,,42.2064909N,71.0499266W,10.7 m,330776.34298924205,4674737.2581749875,19,T
1614786693837550089,683,0,,42.2064917N,71.0499276W,10.7 m,330776.26257073705,4674737.34899203,19,T
1614786694839665519,684,0,,42.2064923N,71.0499286W,10.6 m,330776.1816182178,4674737.417601094,19,T
1614786695840562727,685,0,,42.206493N,71.0499293W,10.5 m,330776.12569907785,4674737.496718612,19,T
1614786696841764686,686,0,,42.2064935N,71.0499295W,10.3 m,330776.11052320653,4674737.552635588,19,T
1614786697842830976,687,0,,42.2064952N,71.0499272W,10.0 m,330776.30493784463,4674737.736837654,19,T
1614786698846272791,688,0,,42.2065012N,71.0499182W,9.9 m,330777.0639493304,4674738.385211066,19,T
1614786699844335815,689,0,,42.2065124N,71.0499022W,9.9 m,330778.41472676443,4674739.5970963845,19,T
1614786700839895413,690,0,,42.2065263N,71.049882W,9.8 m,330780.11944180576,4674741.100452375,19,T
1614786701842322305,691,0,,42.2065444N,71.0498587W,9.8 m,330782.09128906275,4674743.064022704,19,T
1614786702844647833,692,0,,42.2065657N,71.0498328W,9.7 m,330784.28632074455,4674745.377760181,19,T
1614786703842927185,693,0,,42.2065872N,71.0498041W,9.6 m,330786.7130374332,4674747.70814829,19,T
1614786704839964407,694,0,,42.2066115N,71.0497718W,9.7 m,330789.44442410255,4674750.342303043,19,T
1614786705843268486,695,0,,42.2066372N,71.0497385W,9.7 m,330792.2621009062,4674753.129929738,19,T
1614786706844592556,696,0,,42.2066648N,71.0497028W,9.6 m,330795.2829785454,4674756.123769569,19,T
1614786707843804376,697,0,,42.2066952N,71.0496639W,9.6 m,330798.57550271583,4674759.422170802,19,T
1614786708843113008,698,0,,42.2067275N,71.0496224W,9.5 m,330802.08773734723,4674762.926388779,19,T
1614786709846550265,699,0,,42.2067599N,71.0495804W,9.5 m,330805.64151259605,4674766.440720024,19,T
1614786710848772805,700,0,,42.206791N,71.049541W,9.5 m,330808.9771730234,4674769.815861435,19,T
1614786711843655239,701,0,,42.2068221N,71.0495053W,9.5 m,330812.00737999554,4674773.198347772,19,T
1614786712848705301,702,0,,42.2068539N,71.0494719W,9.5 m,330814.84957835445,4674776.6631280435,19,T
1614786713846249136,703,0,,42.2068865N,71.0494395W,9.6 m,330817.61135550786,4674780.218725973,19,T
1614786714848634445,704,0,,42.2069198N,71.0494061W,9.6 m,330820.4575525612,4674783.850068244,19,T
1614786715844956746,705,0,,42.2069588N,71.0493777W,9.7 m,330822.9061924581,4674788.124262017,19,T
1614786716847498805,706,0,,42.2070155N,71.0493731W,10.0 m,330823.4372946967,4674794.411095833,19,T
1614786717846101562,707,0,,42.2070574N,71.0493502W,10.1 m,330825.43962462456,4674799.018221372,19,T
1614786718849864147,708,0,,42.2070992N,71.0493304W,10.2 m,330827.18576850626,4674803.620395525,19,T
1614786719846694613,709,0,,42.2071058N,71.0492724W,9.8 m,330831.9915044384,4674804.238157038,19,T
1614786720850922406,710,0,,42.207119N,71.0492336W,9.6 m,330835.22982403013,4674805.626886486,19,T
1614786721849200078,711,0,,42.2071308N,71.0492036W,9.5 m,330837.73793263227,4674806.877624377,19,T
1614786722845753535,712,0,,42.2071439N,71.0491858W,9.4 m,330839.2423548724,4674808.296924678,19,T
1614786723850894261,713,0,,42.207149N,71.0491662W,9.3 m,330840.8740201871,4674808.824334098,19,T
1614786724848102600,714,0,,42.2071523N,71.0491538W,9.3 m,330841.9064942079,4674809.166159509,19,T
1614786725854398299,715,0,,42.2071498N,71.0491435W,9.4 m,330842.7501246149,4674808.868120741,19,T
1614786726854239063,716,0,,42.2071485N,71.0491403W,9.8 m,330843.01082665834,4674808.717418901,19,T
1614786727850006929,717,0,,42.2071475N,71.0491391W,9.9 m,330843.10722202307,4674808.603997759,19,T
1614786728849041672,718,0,,42.2071464N,71.0491378W,9.8 m,330843.21160585136,4674808.479274189,19,T
1614786729845443398,719,0,,42.2071453N,71.049136W,9.7 m,330843.35726653854,4674808.353558445,19,T
1614786730846735882,720,0,,42.2071445N,71.0491344W,9.7 m,330843.4872172148,4674808.26155155,19,T
1614786731851071692,721,0,,42.2071437N,71.049133W,9.7 m,330843.60065714974,4674808.169941524,19,T
1614786732851732531,722,0,,42.2071428N,71.0491314W,9.7 m,330843.7303409227,4674808.066830642,19,T
1614786733851994203,723,0,,42.2071422N,71.04913W,9.7 m,330843.844314681,4674807.997428604,19,T
1614786734851831452,724,0,,42.2071416N,71.0491288W,9.7 m,330843.9417776943,4674807.928423441,19,T
1614786735851289837,725,0,,42.2071415N,71.049128W,9.7 m,330844.0075537633,4674807.915731969,19,T
1614786736852074909,726,0,,42.2071409N,71.0491268W,9.7 m,330844.1050167793,4674807.846726808,19,T
1614786737857778704,727,0,,42.2071399N,71.0491255W,9.6 m,330844.20966754557,4674807.7331072455,19,T
1614786738856999226,728,0,,42.207139N,71.0491241W,9.6 m,330844.3228405897,4674807.630393242,19,T
1614786739856415199,729,0,,42.2071385N,71.049123W,9.6 m,330844.4123151514,4674807.572690509,19,T
1614786740853828452,730,0,,42.2071379N,71.0491219W,9.6 m,330844.50152280414,4674807.503883785,19,T
1614786741861538047,731,0,,42.2071373N,71.0491206W,9.7 m,330844.6072412068,4674807.434680197,19,T
1614786742862027354,732,0,,42.2071374N,71.0491202W,9.8 m,330844.64052960114,4674807.444990451,19,T
1614786743863521057,733,0,,42.2071369N,71.0491195W,9.8 m,330844.6969826752,4674807.388081457,19,T
1614786744860323752,734,0,,42.207136N,71.0491184W,9.9 m,330844.7853896194,4674807.285962765,19,T
1614786745859543424,735,0,,42.2071345N,71.0491171W,9.9 m,330844.88870587235,4674807.116823259,19,T
1614786746862119740,736,0,,42.2071332N,71.0491159W,9.9 m,330844.98430057324,4674806.97009017,19,T
1614786747860814323,737,0,,42.2071324N,71.049115W,9.9 m,330845.0564636829,4674806.879472341,19,T
1614786748863051603,738,0,,42.207132N,71.0491149W,9.9 m,330845.0636514339,4674806.834857942,19,T
1614786749863662660,739,0,,42.2071317N,71.0491147W,9.9 m,330845.0793614632,4674806.801149102,19,T
1614786750860596370,740,0,,42.2071312N,71.0491146W,9.9 m,330845.0862823091,4674806.745430714,19,T
